Cites	Authors	Title	Year	Source	Publisher	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	ArticleURL	FullTextURL	RelatedURL	search_batch	Abstract - Relevant?	Unique?	AUT? (Does the study include new AUT data?)	Lefties? (Were at least 3 lefties given the AUT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
2	MH Epstein	Coordinative aerobic exercise does not enhance attention and concentration in college students	2011	NA	scholarworks.umt.edu	https://scholar.google.com/scholar?cites=5462460257703760757&as_sdt=2005&sciodt=2007&hl=en	65	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	2	0.17	2	1	12	… Creativity was measured using the Alternate Uses Test which provides a novel object to the student and they have to name as many appropriate uses for it as they can. Running as …	https://scholarworks.umt.edu/etd/245/	https://scholarworks.umt.edu/cgi/viewcontent.cgi?article=1264&context=etd	https://scholar.google.com/scholar?q=related:dRMfvKmOzksJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	0		0		
5	LR Kingery	The psychological correlates of asymmetric cerebral activation	2003	NA	search.proquest.com	https://scholar.google.com/scholar?cites=5527655838171848613&as_sdt=2005&sciodt=2007&hl=en	70	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	5	0.25	5	1	20	This study examined the psychological correlates of asymmetric cerebral activation as measured by electroencephalograph (EEG) recordings. Five content areas were investigated in …	https://search.proquest.com/openview/2c65cec11c8e986c16e76b17ffd7d672/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/2c65cec11c8e986c16e76b17ffd7d672/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:pd_YsrIttkwJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	0		0		
0	H Wolfe	Evolutionary and Neural Network Mechanisms of Visual Art Engagement	2022	NA	libres.uncg.edu	NA	75	2023-05-25T14:22:06Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	… Divergent thinking can be measured using tests such as Guilford’s alternate uses test, in which participants must come up with as many alternative uses as possible in a given amount of …	https://libres.uncg.edu/ir/asu/f/Wolfe_Hallie_Spring%202022_thesis.pdf	https://libres.uncg.edu/ir/asu/f/Wolfe_Hallie_Spring%202022_thesis.pdf	https://scholar.google.com/scholar?q=related:iDT0pVA3-LIJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	0		0		
11	GM Rehkemper	Executive functioning and psychosocial adjustment in deaf subjects with non-hereditary and hereditary etiologies	1996	NA	search.proquest.com	https://scholar.google.com/scholar?cites=17796505930573308734&as_sdt=2005&sciodt=2007&hl=en	79	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	11	0.41	11	1	27	Several studies have suggested that prelingually deaf children with hearing parents are more likely to have social-emotional problems than their deaf peers with deaf parents. These …	https://search.proquest.com/openview/faf95b4356a0e27ed44e77b3389286f6/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/faf95b4356a0e27ed44e77b3389286f6/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:PmP0mtrj-fYJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	0		0		
0	ZC Merz	A Factor Analytic Investigation of Neurocognitive Abilities in Persons with Multiple Sclerosis	2018	NA	search.proquest.com	NA	81	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	5	Neurocognitive deficits frequently are an accompanying feature of Multiple Sclerosis (MS). Subsequently, neuropsychological evaluation has long explored these deficits, as an …	https://search.proquest.com/openview/941fb052bd3d25a0ca93c5ab6659979c/1?pq-origsite=gscholar&cbl=18750	NA	https://scholar.google.com/scholar?q=related:LAyApaMt-vsJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	0		0		
0	MF Estahbanati, M Rezaeinasab, SA Chermahini…	The Effect of Involuntary Tactile Stimulation on the Creativity and Rey Auditory-Verbal	NA	Brain Imaging Behav	bcn.iums.ac.ir	NA	2	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	4	NA	… after that, a divergent thinking test ie the Alternative Uses Test (AUT) was conducted for 3 minutes, … However, in future studies, it is suggested to investigate the effect of handedness and …	https://bcn.iums.ac.ir/browse.php?a_id=2162&sid=1&slc_lang=en&ftxt=1	https://bcn.iums.ac.ir/browse.php?a_id=2162&sid=1&slc_lang=en&ftxt=1	https://scholar.google.com/scholar?q=related:yJFQVraso3MJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0	AUT and RAT (no lefties)	
8	M Meier, E Unternaehrer, SM Schorpp…	The Opposite of Stress	2020	Experimental …	econtent.hogrefe.com	https://scholar.google.com/scholar?cites=16974756305649615759&as_sdt=2005&sciodt=2007&hl=en	3	2023-05-25T14:32:27Z	NA	10.1027/1618-3169/a000483	NA	NA	NA	NA	NA	NA	8	2.67	2	4	3	… anticoagulant medication, smoking, and left-handedness, all of which might interfere with the … Figure 2 The regression model predicting the subscale fluency of the Alternative Uses Test (…	https://econtent.hogrefe.com/doi/full/10.1027/1618-3169/a000483	https://kops.uni-konstanz.de/bitstream/handle/123456789/50574/Meier_2-1vbnj8ih17wyj6.pdf?sequence=1	https://scholar.google.com/scholar?q=related:j0MRg-xykusJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
0	H Dybvik, FG Abelson, P Aalto…	Inspirational Stimuli Attain Visual Allocation: Examining Design Ideation with Eye-Tracking	2023	Design Computing and …	Springer	NA	13	2023-05-25T14:32:27Z	NA	10.1007/978-3-031-20418-0_28	NA	NA	NA	NA	NA	NA	0	0	0	4	1	… The Alternative Uses Test (AUT) has been used to investigate the relation between eye movements and idea output (creativity); participants were presented with images of 12 objects, …	https://link.springer.com/chapter/10.1007/978-3-031-20418-0_28	https://www.researchgate.net/profile/Henrikke-Dybvik/publication/366889865_Inspirational_Stimuli_Attain_Visual_Allocation_Examining_Design_Ideation_with_Eye-Tracking/links/63e630c9dea61217579bb6bb/Inspirational-Stimuli-Attain-Visual-Allocation-Examining-Design-Ideation-with-Eye-Tracking.pdf	https://scholar.google.com/scholar?q=related:5piCEWJ3OZUJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
6	J Hahm, KK Kim, SH Park…	Brain areas subserving Torrance tests of creative thinking: An functional magnetic resonance imaging study	2017	Dementia and …	synapse.koreamed.org	https://scholar.google.com/scholar?cites=18442265316157314636&as_sdt=2005&sciodt=2007&hl=en	21	2023-05-25T14:32:27Z	HTML	NA	NA	NA	NA	NA	NA	NA	6	1	2	4	6	… employed experimental tasks by using Alternative Uses Test and Remote Associates Test, … Participants were right-handed assessed by Edinburgh Handedness Inventory12 and no one …	https://synapse.koreamed.org/articles/1120146	https://synapse.koreamed.org/articles/1120146	https://scholar.google.com/scholar?q=related:TFYQ_5cW8P8J:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
16	K Rataj, DS Nazareth, F Van der Velde	Use a spoon as a spade?: Changes in the upper and lower alpha bands in evaluating alternate object use	2018	Frontiers in psychology	frontiersin.org	https://scholar.google.com/scholar?cites=11385467542132652122&as_sdt=2005&sciodt=2007&hl=en	22	2023-05-25T14:32:27Z	HTML	10.3389/fpsyg.2018.01941	NA	NA	NA	NA	NA	NA	16	3.2	5	3	5	… Since one participant in the current study obtained a mean score of −33 on the handedness test, we performed additional analyses on the upper alpha ERD, in which we excluded data …	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01941/full	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01941/full	https://scholar.google.com/scholar?q=related:WniOImhOAZ4J:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
0	S THONGSRI	A STUDY OF THE ACUTE EFFECTS OF MUSIC LISTENING ON BRAIN ACTIVITIES UNDERLYING CREATIVITY AMONG GRADUATE STUDENTS	2017	NA	164.115.28.46	NA	25	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	6	… The Alternative Uses Test (AUT) is a classic neuropsychological test of creativity, the first … individual handedness is indicated by test index. The rate index below -40 indicates left-handed…	http://164.115.28.46/thaiexen/file_upload/submitter/file_doc/3680f2033d5160fb5f7ecef96d0c62371bcd.pdf	http://164.115.28.46/thaiexen/file_upload/submitter/file_doc/3680f2033d5160fb5f7ecef96d0c62371bcd.pdf	https://scholar.google.com/scholar?q=related:RKpnMS2RyysJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
19	L Wang, H Long, JA Plucker, Q Wang, X Xu…	High schizotypal individuals are more creative? The mediation roles of overinclusive thinking and cognitive inhibition	2018	Frontiers in …	frontiersin.org	https://scholar.google.com/scholar?cites=8070923889010949515&as_sdt=2005&sciodt=2007&hl=en	27	2023-05-25T14:32:27Z	HTML	10.3389/fpsyg.2018.01766	NA	NA	NA	NA	NA	NA	19	3.8	3	6	5	… schizotypal individuals in both verbal (Alternative Uses Test) and figural (Figure Completion … There is a positive correlation between OT and creativity measured by Alternative Uses Test …	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01766/full	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01766/full	https://scholar.google.com/scholar?q=related:iz229YOuAXAJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
0	C Mühlberger, P Endrejat, J Möller…	Focus meets motivation: When regulatory focus aligns with approach/avoidance motivation in creative processes	2022	Frontiers in …	frontiersin.org	NA	31	2023-05-25T14:32:27Z	HTML	10.3389/fpsyg.2022.807875	NA	NA	NA	NA	NA	NA	0	0	0	4	1	… in which handedness interacted with … handedness and the models without handedness. As these interactions were non-significant and the fit indices of the models without handedness …	https://www.frontiersin.org/articles/10.3389/fpsyg.2022.807875/full	https://www.frontiersin.org/articles/10.3389/fpsyg.2022.807875/full	https://scholar.google.com/scholar?q=related:eOIzqv-93VUJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
0	KS Minor	The role of atypical semantic activation in schizotypy: implications for odd speech and creativity	2012	NA	search.proquest.com	NA	32	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	11	… In this study, we used the Alternative Uses Test (AUT; Christensen, Guilford, Merrifield, &… , current enrolled hours in college, or handedness. These variables were analyzed to determine …	https://search.proquest.com/openview/ffc5c3fd3eef007d4c8e2f1b08231870/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/ffc5c3fd3eef007d4c8e2f1b08231870/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:ZFGdgBQ10gIJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
0	T Shealy, J Gero, P Ignacio Jr	How the use of concept maps changes students' minds and brains	2022	2022 ASEE Annual Conference & …	peer.asee.org	NA	34	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	3	1	… , a positive correlation was found between the semantic distance between words used in a verbal fluency test and the creative quality of responses given to an Alternative Uses Test. …	https://peer.asee.org/40731.pdf	https://peer.asee.org/40731.pdf	https://scholar.google.com/scholar?q=related:F2bOacEDnaUJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
4	CL Wu, YC Chan, HC Chen	Neurocognitive mechanism of remote and close associations: An fMRI study	2021	The American …	scholarlypublishingcollective.org	https://scholar.google.com/scholar?cites=9017458817939128661&as_sdt=2005&sciodt=2007&hl=en	36	2023-05-25T14:32:27Z	NA	NA	NA	NA	NA	NA	NA	NA	4	2	1	3	2	… During the Alternative Uses Test, when participants thought of creative associations, it resulted in obvious arousal in the superior and inferior frontal gyri, superior and inferior temporal …	https://scholarlypublishingcollective.org/uip/ajp/article-abstract/134/3/333/uip	NA	https://scholar.google.com/scholar?q=related:VcH5swRzJH0J:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
0	R Haynes	Cognitive Assessment and Quantitative MRI in Systemic Lupus Erythematosus	2012	NA	research.brighton.ac.uk	NA	40	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	11	… Table 2.1 shows the participant demographics for age, gender, years in education, handedness … imaging data was assessed for the influence of left-handers as the illness control group …	https://research.brighton.ac.uk/files/4756720/Becky%20Haynes_ethesis.pdf	https://research.brighton.ac.uk/files/4756720/Becky%20Haynes_ethesis.pdf	https://scholar.google.com/scholar?q=related:bv8hMMKvl6sJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
4	S Rahimi	Inspire, Instruct, or Both? Game-Based Assessment and Support of Creativity	2020	NA	search.proquest.com	https://scholar.google.com/scholar?cites=5533219485555873292&as_sdt=2005&sciodt=2007&hl=en	46	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	4	1.33	4	1	3	In this study, I investigated the effectiveness of a creativity-support system that I developed in the level editor of a learning game called Physics Playground on improving college students…	https://search.proquest.com/openview/fe1a8b1269a3d0fd4ad2660919239948/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/fe1a8b1269a3d0fd4ad2660919239948/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:DNbTTM7xyUwJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
0	WL Hu	Quantifying Designer and User Factors in Engineering Design Using Psychophysiological Measurements and Human Responses	2017	NA	search.proquest.com	NA	54	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	6	… The alternative uses test counts the number of words [103]. Since our experiment allowed participants to sketch and write, it was unclear how to combine these two measures in a …	https://search.proquest.com/openview/8feab97b5a5eeb4d7f368d1f8fefc74f/1?pq-origsite=gscholar&cbl=18750	https://search.proquest.com/openview/8feab97b5a5eeb4d7f368d1f8fefc74f/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?q=related:DW17s5lwl38J:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	1	0		0		
3	WD DeMartini	An investigation of the effects of locus of control, evaluation anxiety and motivational rewards upon creative performance	1980	NA	search.proquest.com	https://scholar.google.com/scholar?cites=336207282147426556&as_sdt=2005&sciodt=2007&hl=en	10	2023-05-25T14:39:22Z	BOOK	NA	NA	NA	NA	NA	NA	NA	3	0.07	3	1	43	… right-handers. Hicks and Beveridge (l977) reported that the handedness abilities literature is uniform in its support of the hypothesis that right-handers are superior to left-handers on …	https://search.proquest.com/openview/320d4e379df8af1ad4e8935518a47e2d/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/320d4e379df8af1ad4e8935518a47e2d/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:_ABM571yqgQJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	1	1	1	0		0		
3	BB Shah	An experimental investigation of the effects of selected teaching strategies on the development of creative thinking and achievement in science	[1986]	NA	The Maharaja Sayajirao University …	https://scholar.google.com/scholar?cites=1942370826457935838&as_sdt=2005&sciodt=2007&hl=en	12	2023-05-25T14:39:22Z	CITATION	NA	NA	NA	NA	NA	NA	NA	3	0.43	3	1	7	NA	NA	NA	https://scholar.google.com/scholar?q=related:3m8bvfmv9BoJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	1	1	1	0		0		Converting
0	R Grace	Associations between socio-ecological factors and motor competence amongst 5–6-year-old children from deprived areas of Northwest England	2022	NA	researchonline.ljmu.ac.uk	NA	32	2023-05-25T14:39:22Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	Background: Learning to move competently is an essential foundation for participation in physical activity (PA). Previous literature has reported that young children with high levels of …	http://researchonline.ljmu.ac.uk/id/eprint/18028/	https://researchonline.ljmu.ac.uk/id/eprint/18028/1/2022gracemphil.pdf	https://scholar.google.com/scholar?q=related:MQIpVvwgp40J:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	1	1	1	0		0		
0	M Malikow	Towards an Understanding of Creativity	2018	NA	klempner.freeshell.org	NA	46	2023-05-25T13:48:18Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	5	… A left-handed pitcher, he was told by the team's orthopedic surgeon, Dr. Frank Jobe, that his … He conducted a study in which 163 participants engaged in the "Alternate Uses Task." The …	http://klempner.freeshell.org/pdf/Max_Malikow_Towards_an_Understanding_of_Creativity.pdf	http://klempner.freeshell.org/pdf/Max_Malikow_Towards_an_Understanding_of_Creativity.pdf	https://scholar.google.com/scholar?q=related:RbBmz9kBxf4J:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	0	0		0		
4	H Gündüz, Z Baran, Y Kır, N Sedes Baskak…	Investigation of the cortical activity during episodic future thinking in schizophrenia: A functional near-infrared spectroscopy study.	2020	Behavioral …	psycnet.apa.org	https://scholar.google.com/scholar?cites=4539518994624994193&as_sdt=2005&sciodt=2007&hl=en	65	2023-05-25T13:48:18Z	NA	NA	NA	NA	NA	NA	NA	NA	4	1.33	1	5	3	… this claim, Addis, Pan, Musicaro, and Schacter (2016) reported a correlation between the amount of episodic details generated in future scenarios and scores on the Alternate Uses Task…	https://psycnet.apa.org/record/2020-43216-001	https://search.pdh.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&db=pdh&jrnl=07357044&asa=N&AN=2020-43216-001&h=XshPKe4TBderPGHakLBdvm%2BcZmFwdqby5fXh12dPWZyuO1njuzX0LLw5SblpL%2BV8sO8qJ4rswHyBMGFvl367WQ%3D%3D&crl=f	https://scholar.google.com/scholar?q=related:kdvCZXmc_z4J:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	0	0		0		
0	IA Cremen	An investigation of the effects of coordinatio training on cognitive function in older adults	2018	NA	tara.tcd.ie	NA	72	2023-05-25T13:48:18Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	5	… outcome variable of interest, as measured by the ‘Alternate Uses Task’ (AUT). In their ‘Quadrato… Two further participants were excluded from data analysis as they were left-handed. The …	http://www.tara.tcd.ie/handle/2262/85131	http://www.tara.tcd.ie/bitstream/handle/2262/85131/Thesis_Corrected_Iseult_Cremen_Final_hardcopy.pdf?sequence=1	https://scholar.google.com/scholar?q=related:OG9zPgZCtX0J:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	0	0		0		
0	G DiGiacomo	The Effects of Creative and Cognitive Exercises on Body Balance	2019	NA	opencommons.uconn.edu	NA	78	2023-05-25T13:48:18Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	4	… These problem-solving activities can include the Alternate Uses Task, where participants are told to create unique uses for everyday objects (for example, using a brick as a paperweight…	https://opencommons.uconn.edu/cgi/viewcontent.cgi?article=2570&context=gs_theses	https://opencommons.uconn.edu/cgi/viewcontent.cgi?article=2570&context=gs_theses	https://scholar.google.com/scholar?q=related:h1a9RU3mI9AJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	0	0		0		
0	LN Shoemaker	The cerebrovascular role in cognition during physiological stress	2020	NA	ourarchive.otago.ac.nz	NA	84	2023-05-25T13:48:18Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	3	Cognition may depend in part on cerebral blood flow (CBF) and its regulation. All are affected in similar directions by stress acutely (eg, mental and exercise-related) and chronically (eg…	https://ourarchive.otago.ac.nz/handle/10523/9942	https://ourarchive.otago.ac.nz/bitstream/handle/10523/9942/ShoemakerLeena2020PhD.pdf?sequence=1&isAllowed=y	https://scholar.google.com/scholar?q=related:6HbR2DwKAmMJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	0	0		0		
11	D Tong, W Li, C Tang, W Yang, Y Tian, L Zhang…	An illustrated heuristic prototype facilitates scientific inventive problem solving: A functional magnetic resonance imaging study	2015	Consciousness and …	Elsevier	https://scholar.google.com/scholar?cites=12992435387428320944&as_sdt=2005&sciodt=2007&hl=en	87	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	11	1.38	2	7	8	… Fink, Graif, and Neubauer (2009) reported the PCG was involved in creativity tasks, such as the alternate uses task, which focuses on forming novel associations among words. More …	https://www.sciencedirect.com/science/article/pii/S1053810015000380	https://www.sciencedirect.com/science/article/pii/S1053810015000380	https://scholar.google.com/scholar?q=related:sDbh4iVnTrQJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	0	0		0		
0	HS Chiang	The neurophysiological mechanisms of semantic object memory retrieval	2015	NA	search.proquest.com	NA	89	2023-05-25T13:48:18Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	8	The objective of this dissertation work is to investigate the neurophysiological mechanisms of semantic object memory retrieval. The organization of semantic memory is rooted in …	https://search.proquest.com/openview/46e33c56eb47ce213895c218ac9154b2/1?pq-origsite=gscholar&cbl=18750	https://search.proquest.com/openview/46e33c56eb47ce213895c218ac9154b2/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?q=related:GsdqNERCoa0J:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	0	0		0		
179	ML Slepian, N Ambady	Fluid movement and creativity.	2012	Journal of Experimental Psychology …	psycnet.apa.org	https://scholar.google.com/scholar?cites=17264168010508425894&as_sdt=2005&sciodt=2007&hl=en	15	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	179	16.27	90	2	11	… For instance, right-handers evaluate items on the right more positively, whereas left-handers … Fluency and originality scores on the alternative uses task as a function of fluidity of arm …	https://psycnet.apa.org/journals/xge/141/4/625/	https://web.stanford.edu/group/ipc/pubs/Slepian-Ambady_Fluid-Movement-and-Creativity_2012_JEPG.pdf	https://scholar.google.com/scholar?q=related:ploECVallu8J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	0	0		0		
107	W Zhang, Z Sjoerds, B Hommel	Metacontrol of human creativity: The neurocognitive mechanisms of convergent and divergent thinking	2020	NeuroImage	Elsevier	https://scholar.google.com/scholar?cites=17582789731346403824&as_sdt=2005&sciodt=2007&hl=en	25	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	107	35.67	36	3	3	Creativity is a complex construct that would benefit from a more comprehensive mechanistic approach. Two processes have been defined to be central to creative cognition: divergent …	https://www.sciencedirect.com/science/article/pii/S1053811920300598	https://www.sciencedirect.com/science/article/pii/S1053811920300598	https://scholar.google.com/scholar?q=related:8NFJYRqeAvQJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	0	0		0		
